,Price,Year,Mileage,City,State,Vin,Make,Model,General Model,New Car Price
598,14500,2012,48567,Buford, GA,1C3BCBFG9CN159322,Chrysler,2002dr,200,NaN
599,11597,2012,55000,Cape Girardeau, MO,1C3CCBBG3CN224174,Chrysler,2004dr,200,NaN
600,18900,2014,25821,Grand Rapids, MI,2C3CCARG9EH206337,Chrysler,300300,300,29220
601,32000,2017,5778,Lake Elmo, MN,2C3CCAGG5HH534524,Chrysler,300300S,300,29220
602,13000,2011,68853,Austin, TX,2C3CA5CG4BH592179,Chrysler,3004dr,300,29220
603,25777,2015,16431,Southfield, MI,2C3CCAGGXFH883076,Chrysler,300300S,300,29220
604,20995,2016,32048,Richmond, TX,2C3CCARGXGH182553,Chrysler,300Limited,300,29220
605,15997,2014,21075,Indianapolis, IN,2C3CCAAG4EH136404,Chrysler,300300,300,29220
606,3995,2008,147265,Bloomingdale, NJ,2C3LA43R08H172746,Chrysler,3004dr,300,29220
607,25500,2017,16817,Houston, TX,2C3CCAEG9HH549899,Chrysler,300300C,300,29220
608,25688,2017,10438,Sanford, FL,2C3CCAEG0HH500266,Chrysler,300300C,300,29220
609,11595,2005,59042,Tucson, AZ,2C3JA43R35H508473,Chrysler,3004dr,300,29220
610,24995,2016,21005,Albuquerque, NM,2C3CCAAG0GH243307,Chrysler,300Limited,300,29220
611,23995,2014,38580,Albuquerque, NM,2C3CCAGG0EH281575,Chrysler,300300S,300,29220
612,6900,2005,106809,Orlando, FL,2C3AA63HX5H506125,Chrysler,3004dr,300,29220
613,17991,2014,55798,Highlands Ranch, CO,2C3CCAKG9EH265026,Chrysler,300300C,300,29220
614,16595,2012,86675,Richardson, TX,2C3CCAET2CH151441,Chrysler,3004dr,300,29220
615,10994,2009,92773,Auburn, WA,2C3KA63T29H564034,Chrysler,3004dr,300,29220
616,24994,2016,8699,Hollywood, FL,2C3CCABG5GH320896,Chrysler,300300S,300,29220
617,17996,2013,65000,Woodbridge, VA,2C3CCAGT2DH652862,Chrysler,300300S,300,29220
618,16605,2012,114239,Kenosha, WI,2C3CCACG2CH126819,Chrysler,3004dr,300,29220
619,10999,2010,77081,Milford, CT,2C3CA5CV7AH201409,Chrysler,3004dr,300,29220
620,2999,2004,137923,Longmont, CO,1C3EL46X54N394522,Chrysler,Sebring2004.5,200,NaN
621,4995,2004,110712,Indianapolis, IN,2C8GM68454R634461,Chrysler,Pacifica2004,200,NaN
622,3000,2004,83006,Venice, FL,1C3EL75R24N246946,Chrysler,Sebring2004,200,NaN
623,5977,2004,49125,West Allis, WI,1C3EL65R84N105079,Chrysler,Sebring2004.5,200,NaN
624,4950,2004,116198,Kerrville, TX,1C3EL46X74N415922,Chrysler,Sebring2004,200,NaN
625,5550,2004,133002,Washington, MO,2C8GM68484R315331,Chrysler,Pacifica2004,200,NaN
626,1995,2004,168349,Merrillville, IN,1C3EL55R64N259073,Chrysler,Sebring2004,200,NaN
627,3995,2004,137542,Auburn Hills, MI,1C3EL46X74N408730,Chrysler,Sebring2004.5,200,NaN
628,4999,2004,159938,Pontiac, MI,2C8GF68424R314430,Chrysler,Pacifica2004,200,NaN
629,3987,2004,147912,Rochester, MN,2C8GM68474R370126,Chrysler,Pacifica2004,200,NaN
630,2995,2004,90789,Milwaukee, WI,1C3EL45R44N133921,Chrysler,Sebring2004,200,NaN
631,2995,2004,134573,Van Buren, AR,1C3EL46X74N288198,Chrysler,Sebring2004.5,200,NaN
632,2990,2004,177723,Canton, GA,1C3EL65RX4N214109,Chrysler,Sebring2004.5,200,NaN
633,4800,2004,47000,Topeka, KS,1C3EL46J04N416776,Chrysler,Sebring2004.5,200,NaN
634,2500,2004,58465,Reading, PA,1C3EL46X64N118947,Chrysler,Sebring2004,200,NaN
635,3999,2004,149910,Chantilly, VA,2C8GF68424R539138,Chrysler,Pacifica2004,200,NaN
636,5495,2004,87313,Branford, CT,1C3EL55R44N200300,Chrysler,Sebring2004,200,NaN
637,5995,2004,82258,Columbus, OH,1C3EL55R44N313678,Chrysler,Sebring2004,200,NaN
638,4988,2004,152953,Montclair, CA,2C8GM68464R647302,Chrysler,Pacifica2004,200,NaN
639,4977,2004,167367,Denton, TX,2C8GF68494R335338,Chrysler,Pacifica2004,200,NaN
640,21995,2017,15769,Vacaville, CA,2C3CDZAG1HH548988,Dodge,ChallengerSXT,Challenger,27845
641,20999,2009,33350,Puyallup, WA,2B3LJ54T69H605422,Dodge,Challenger2dr,Challenger,27845
642,19247,2014,48355,Winnsboro, LA,2C3CDYAG8EH270418,Dodge,ChallengerSXT,Challenger,27845
643,28995,2016,14191,New Bern, NC,2C3CDZBT4GH102389,Dodge,ChallengerR/T,Challenger,27845
644,17999,2014,40529,Schaumburg, IL,2C3CDYAG3EH183168,Dodge,ChallengerSXT,Challenger,27845
645,33380,2011,678,New Port Richey, FL,2B3CJ7DJ0BH596295,Dodge,Challenger2dr,Challenger,27845
646,27876,2015,14705,Phoenix, AZ,2C3CDZBT0FH767773,Dodge,ChallengerR/T,Challenger,27845
647,28280,2017,14298,Philadelphia, PA,2C3CDZBT0HH550629,Dodge,ChallengerR/T,Challenger,27845
648,21500,2009,35513,Vallejo, CA,2B3LJ54T49H577328,Dodge,Challenger2dr,Challenger,27845
649,17991,2015,23717,Costa Mesa, CA,2C3CDZAG8FH714470,Dodge,ChallengerSXT,Challenger,27845
650,19879,2014,56830,Anaheim, CA,2C3CDYAG1EH225434,Dodge,ChallengerSXT,Challenger,27845
651,30600,2017,4742,Myrtle Beach, SC,2C3CDZGG5HH574629,Dodge,ChallengerGT,Challenger,27845
652,15992,2009,92090,Starke, FL,2B3LJ54T49H509675,Dodge,Challenger2dr,Challenger,27845
653,26991,2015,35514,San Antonio, TX,2C3CDZBT4FH783345,Dodge,ChallengerR/T,Challenger,27845
654,21882,2016,17993,Las Vegas, NV,2C3CDZAG9GH185273,Dodge,ChallengerSXT,Challenger,27845
655,32366,2017,12069,Prattville, AL,2C3CDZBT4HH568261,Dodge,ChallengerR/T,Challenger,27845
656,34999,2016,27816,Manteca, CA,2C3CDZFJ9GH125014,Dodge,ChallengerR/T,Challenger,27845
657,19775,2016,35827,Merriam, KS,2C3CDZAG5GH108478,Dodge,ChallengerSXT,Challenger,27845
658,30493,2015,52176,Elmhurst, IL,2C3CDZATXFH861080,Dodge,ChallengerR/T,Challenger,27845
659,28900,2016,10200,Raleigh, NC,2C3CDZBT7GH125262,Dodge,ChallengerR/T,Challenger,27845
660,9999,2007,104990,Roseville, CA,2B3KA53H77H647667,Dodge,Charger4dr,Charger,29220
661,20989,2014,49710,Tacoma, WA,2C3CDXHGXEH227649,Dodge,ChargerSXT,Charger,29220
662,23389,2015,22131,Carson City, NV,2C3CDXHG0FH794468,Dodge,ChargerSXT,Charger,29220
663,12574,2013,71518,Morehead City, NC,2C3CDXBG1DH580188,Dodge,ChargerSE,Charger,29220
664,14499,2013,57870,Fullerton, CA,2C3CDXBG6DH529527,Dodge,ChargerSE,Charger,29220
665,16500,2012,57252,Wallingford, CT,2C3CDXDT9CH220000,Dodge,Charger4dr,Charger,29220
666,10500,2007,84139,Cornelius, NC,2B3KA53H87H772919,Dodge,Charger4dr,Charger,29220
667,33888,2014,40336,Montclair, CA,2C3CDXEJ9EH205528,Dodge,ChargerSRT8,Charger,29220
668,24875,2016,45227,Thomasville, GA,2C3CDXCTXGH112802,Dodge,ChargerRT,Charger,29220
669,23530,2016,38062,Nashville, NC,2C3CDXCT8GH210579,Dodge,ChargerRT,Charger,29220
670,21000,2014,44924,Cincinnati, OH,2C3CDXJG7EH122951,Dodge,ChargerSXT,Charger,29220
671,22995,2016,38231,Odessa, TX,2C3CDXJG1GH293651,Dodge,ChargerSXT,Charger,29220
672,27250,2015,14105,Louisville, KY,2C3CDXCT1FH862619,Dodge,ChargerRT,Charger,29220
673,15400,2016,52887,Union City, GA,2C3CDXBG8GH173926,Dodge,ChargerSE,Charger,29220
674,20499,2016,39991,Vacaville, CA,2C3CDXHG5GH187354,Dodge,ChargerSXT,Charger,29220
675,7495,2009,94922,Portland, OR,2B3KA43D19H520164,Dodge,Charger4dr,Charger,29220
676,17897,2013,67061,Tinley Park, IL,2C3CDXCT9DH604247,Dodge,ChargerRT,Charger,29220
677,18501,2016,51112,Las Vegas, NV,2C3CDXHG1GH227607,Dodge,ChargerSXT,Charger,29220
678,13821,2012,131501,Murfreesboro, TN,2C3CDXCT2CH301504,Dodge,Charger4dr,Charger,29220
679,22900,2014,29568,Newnan, GA,2C3CDXCT5EH330255,Dodge,ChargerRoad/Track,Charger,29220
680,11824,2016,28145,Fairfield, CA,1C3CDFBA8GD652379,Dodge,DartSXT,Dart,NaN
681,15000,2014,22306,Spokane, WA,1C3CDFBB9ED742288,Dodge,DartSXT,Dart,NaN
682,10999,2016,49952,Paris, KY,1C3CDFBB3GD667638,Dodge,DartSXT,Dart,NaN
683,9995,2014,73663,Live Oak, FL,1C3CDFBB7ED776245,Dodge,DartSXT,Dart,NaN
684,10990,2016,21742,South Easton, MA,1C3CDFAA0GD564637,Dodge,DartSE,Dart,NaN
685,9993,2013,94481,Waterloo, NY,1C3CDFCH1DD284697,Dodge,DartLimited,Dart,NaN
686,12784,2016,21209,Henderson, NV,1C3CDFBB9GD551103,Dodge,DartSXT,Dart,NaN
687,11993,2014,39932,Chicago, IL,1C3CDFBB0ED669926,Dodge,DartSXT,Dart,NaN
688,9900,2013,16866,Glen Burnie, MD,1C3CDFAH2DD256894,Dodge,DartAero,Dart,NaN
689,10500,2015,47265,Jacksonville, FL,1C3CDFBB3FD431747,Dodge,DartSXT,Dart,NaN
690,14888,2016,16334,Glendale, AZ,1C3CDFGB5GD814227,Dodge,DartGT,Dart,NaN
691,14880,2016,3348,Sherman, TX,1C3CDFFA9GD823070,Dodge,DartSXT,Dart,NaN
692,9500,2013,59770,Delaware, OH,1C3CDFBA9DD322018,Dodge,DartRallye,Dart,NaN
693,10000,2015,52603,Aurora, IL,1C3CDFBB3FD211587,Dodge,DartSXT,Dart,NaN
694,11324,2016,31828,Hazelwood, MO,1C3CDFBA6GD652395,Dodge,DartSXT,Dart,NaN
695,9499,2013,75117,Lindon, UT,1C3CDFBH3DD261360,Dodge,DartRallye,Dart,NaN
696,12750,2014,22660,Louisville, KY,1C3CDFBB4ED702703,Dodge,DartSXT,Dart,NaN
697,13295,2016,48885,Pelham, AL,1C3CDFBB9GD660533,Dodge,DartSXT,Dart,NaN
698,12995,2016,27342,Monticello, MN,1C3CDFBB8GD504113,Dodge,DartSXT,Dart,NaN
699,12395,2015,47512,Albuquerque, NM,1C3CDFBB3FD420778,Dodge,DartSXT,Dart,NaN
700,38990,2005,43118,Addison, IL,1B3JZ65Z45V501408,Dodge,Viper2dr,Viper,NaN
701,98900,2016,1550,Fort Lauderdale, FL,1C3BDEDZ9GV100408,Dodge,ViperGTC,Viper,NaN
702,55950,2006,11958,Bellevue, WA,1B3JZ65Z96V101720,Dodge,Viper2dr,Viper,NaN
703,88988,2015,19367,Mt. Juliet, TN,1C3ADEBZ9FV510011,Dodge,ViperGTS,Viper,NaN
704,53995,2008,8611,Chicago, IL,1B3JZ65Z08V200221,Dodge,Viper2dr,Viper,NaN
705,39998,2005,38265,Addison, TX,1B3JZ65Z15V500667,Dodge,Viper2dr,Viper,NaN
706,80950,2009,10714,Amarillo, TX,1B3JZ69ZX9V500456,Dodge,Viper2dr,Viper,NaN
707,43980,2002,16485,Jefferson City, MO,1B3ER65E02V101548,Dodge,Viper2dr,Viper,NaN
708,59995,2006,3368,Roanoke, IL,1B3JZ69Z86V100472,Dodge,Viper2dr,Viper,NaN
709,46995,2000,18728,Fontana, CA,1B3ER69E7YV602729,Dodge,Viper2dr,Viper,NaN
710,58800,2009,17717,Westmont, IL,1B3JZ65ZX9V500124,Dodge,Viper2dr,Viper,NaN
711,55900,2002,4994,Naperville, IL,1B3ER69E02V102936,Dodge,Viper2dr,Viper,NaN
712,157988,2016,324,Salisbury, NC,1C3BDECZ6GV100481,Dodge,ViperACR,Viper,NaN
713,39995,2004,15782,Beaumont, TX,1B3JZ65Z04V100694,Dodge,Viper2dr,Viper,NaN
714,74000,2010,2842,Richmond, VA,1B3AZ6EZ9AV100057,Dodge,Viper2dr,Viper,NaN
715,47900,2004,10256,Spring, TX,1B3JZ65Z64V101722,Dodge,Viper2dr,Viper,NaN
716,39985,2005,41523,Blair, NE,1B3JZ65Z45V500291,Dodge,Viper2dr,Viper,NaN
717,40995,2003,30172,Moonachie, NJ,1B3JR65Z73V500878,Dodge,Viper2dr,Viper,NaN
718,65488,2008,11574,Mt. Juliet, TN,1B3JZ65Z58V200568,Dodge,Viper2dr,Viper,NaN
719,44900,2004,12987,Glenside, PA,1B3JZ65Z94V100239,Dodge,Viper2dr,Viper,NaN
720,14588,2014,31465,Fullerton, CA,1FADP5CU9EL511095,Ford,C-Max,C-Max,NaN
721,17000,2014,38830,Long Beach, CA,1FADP5CU8EL514179,Ford,C-Max,C-Max,NaN
722,15995,2014,27912,El Cajon, CA,1FADP5BUXEL514668,Ford,C-Max,C-Max,NaN
723,20890,2017,6204,Temple Hills, MD,1FADP5FU8HL101453,Ford,C-Max,C-Max,NaN
724,10298,2013,77419,NASHVILLE, TN,1FADP5AU7DL523375,Ford,C-Max,C-Max,NaN
725,13999,2015,33228,Miami, FL,1FADP5BU5FL103003,Ford,C-Max,C-Max,NaN
726,13990,2014,23689,Suitland, MD,1FADP5CU1EL510913,Ford,C-Max,C-Max,NaN
727,16110,2015,35491,Surprise, AZ,1FADP5CU7FL101073,Ford,C-Max,C-Max,NaN
728,17997,2015,18605,San Leandro, CA,1FADP5CU0FL104901,Ford,C-Max,C-Max,NaN
729,22787,2017,850,Beverly, MA,1FADP5EU7HL102045,Ford,C-Max,C-Max,NaN
730,17990,2014,19056,Portland, OR,1FADP5CU2EL517191,Ford,C-Max,C-Max,NaN
731,16917,2015,24972,Durham, NC,1FADP5BUXFL105247,Ford,C-Max,C-Max,NaN
732,15788,2015,39202,Richmond, CA,1FADP5BUXFL102302,Ford,C-Max,C-Max,NaN
733,12999,2014,17151,Orlando, FL,1FADP5CU9EL509797,Ford,C-Max,C-Max,NaN
734,9500,2013,101635,Gaithersburg, MD,1FADP5CU3DL509888,Ford,C-Max,C-Max,NaN
735,15797,2014,41896,Sacramento, CA,1FADP5CU3EL512288,Ford,C-Max,C-Max,NaN
736,15996,2014,25100,Vandalia, OH,1FADP5CU7EL506381,Ford,C-Max,C-Max,NaN
737,8400,2013,116856,Greensboro, NC,1FADP5AU2DL556574,Ford,C-Max,C-Max,NaN
738,14787,2014,25756,Porterville, CA,1FADP5BU2EL509626,Ford,C-Max,C-Max,NaN
739,18980,2017,3802,Cary, NC,1FADP5EUXHL100516,Ford,C-Max,C-Max,NaN
740,9500,2016,44810,Chesapeake, VA,3FADP4EJ8GM141398,Ford,FiestaHatchback,Fiesta,14260
741,9995,2016,41459,Metairie, LA,3FADP4BJ4GM100920,Ford,FiestaSedan,Fiesta,14260
742,4999,2012,100211,Laurel, MD,3FADP4CJ5CM199501,Ford,Fiesta4dr,Fiesta,14260
743,7999,2013,45418,Gower, MO,3FADP4AJXDM129996,Ford,FiestaSedan,Fiesta,14260
744,11375,2016,29653,West Valley, UT,3FADP4EJ1GM179426,Ford,FiestaHatchback,Fiesta,14260
745,12925,2012,41000,Fairfield, CA,3FADP4BJ3CM199403,Ford,Fiesta4dr,Fiesta,14260
746,7848,2015,39319,Americus, GA,3FADP4AJ3FM202614,Ford,FiestaSedan,Fiesta,14260
747,17599,2016,8176,Draper, UT,3FADP4GX1GM127294,Ford,FiestaHatchback,Fiesta,14260
748,8493,2015,42295,Bay Shore, NY,3FADP4EJXFM204905,Ford,FiestaHatchback,Fiesta,14260
749,8986,2015,31975,Doral, FL,3FADP4EJ7FM204764,Ford,FiestaHatchback,Fiesta,14260
750,8400,2015,44602,Union City, GA,3FADP4BJXFM198818,Ford,FiestaSedan,Fiesta,14260
751,9988,2016,37887,Van Nuys, CA,3FADP4BJ0GM112739,Ford,FiestaSedan,Fiesta,14260
752,7999,2011,65873,Malden, MA,3FADP4BJ7BM165866,Ford,Fiesta4dr,Fiesta,14260
753,9745,2014,35370,Baltimore, MD,3FADP4BJ4EM134773,Ford,FiestaSedan,Fiesta,14260
754,6980,2011,74554,Roseville, CA,3FADP4BJ8BM225962,Ford,Fiesta4dr,Fiesta,14260
755,6787,2012,115323,West Valley, UT,3FADP4CJ3CM106510,Ford,Fiesta4dr,Fiesta,14260
756,7388,2011,66629,Manassas, VA,3FADP4BJ5BM106170,Ford,Fiesta4dr,Fiesta,14260
757,6495,2012,85150,Oklahoma City, OK,3FADP4EJ6CM218800,Ford,Fiesta5dr,Fiesta,14260
758,14995,2017,58,Irvine, CA,3FADP4EJXHM104189,Ford,FiestaSE,Fiesta,14260
759,10298,2016,29200,Sullivan, IL,3FADP4BJ9GM170462,Ford,FiestaSedan,Fiesta,14260
760,10995,2014,59254,San Antonio, TX,1FADP3K2XEL265808,Ford,FocusHatchback,Focus,NaN
761,11949,2015,18010,Martinez, GA,1FADP3K22FL273127,Ford,FocusHatchback,Focus,NaN
762,12399,2016,32864,Colorado Springs, CO,1FADP3K26GL286402,Ford,FocusHatchback,Focus,NaN
763,11999,2015,35594,Mount Airy, NC,1FADP3F23FL354910,Ford,FocusSedan,Focus,NaN
764,11744,2016,42675,Las Vegas, NV,1FADP3K27GL277207,Ford,FocusHatchback,Focus,NaN
765,11675,2016,33358,Santa Clara, CA,1FADP3F2XGL290642,Ford,FocusSedan,Focus,NaN
766,13000,2016,22967,Louisville, KY,1FADP3K28GL270671,Ford,FocusHatchback,Focus,NaN
767,9395,2013,97006,King George, VA,1FADP3N25DL135767,Ford,FocusHatchback,Focus,NaN
768,11999,2014,23778,Mesa, AZ,1FADP3F2XEL382170,Ford,FocusSedan,Focus,NaN
769,11675,2016,35694,Toledo, OH,1FADP3F28GL290820,Ford,FocusSedan,Focus,NaN
770,12988,2015,19783,Grandville, MI,1FADP3F24FL280459,Ford,FocusSedan,Focus,NaN
771,11853,2015,47329,Gainesville, GA,1FADP3F25FL243453,Ford,FocusSedan,Focus,NaN
772,12323,2016,42145,Warrenville, SC,1FADP3K22GL213558,Ford,FocusHatchback,Focus,NaN
773,10995,2014,59496,Stoughton, WI,1FADP3F24EL136053,Ford,FocusSedan,Focus,NaN
774,14990,2014,32400,Chicago, IL,1FADP3K26EL192730,Ford,FocusHatchback,Focus,NaN
775,4995,2007,143314,Wall, NJ,1FAFP37N77W212318,Ford,Focus5dr,Focus,NaN
776,13699,2016,27301,Cincinnati, OH,1FADP3K28GL326124,Ford,FocusHatchback,Focus,NaN
777,13500,2014,26578,Dundalk, MD,1FADP3K25EL274397,Ford,FocusHatchback,Focus,NaN
778,8795,2011,87674,Jacksonville, FL,1FAHP3FN5BW121163,Ford,Focus4dr,Focus,NaN
779,11014,2016,32811,Covington, TN,1FADP3E26GL232724,Ford,FocusSedan,Focus,NaN
780,9392,2010,92696,Davenport, IA,3FAHP0KC3AR261491,Ford,Fusion4dr,Fusion,22840
781,8995,2009,73891,Cherry Hill, NJ,3FAHP07Z49R204533,Ford,Fusion4dr,Fusion,22840
782,19995,2015,26550,Harlan, IA,3FA6P0T9XFR263093,Ford,FusionSE,Fusion,22840
783,12988,2013,44858,National City, CA,3FA6P0HR2DR170011,Ford,FusionSE,Fusion,22840
784,17391,2015,39380,Warwick, NY,3FA6P0HD9FR108547,Ford,FusionSE,Fusion,22840
785,16989,2016,16793,Miami, FL,3FA6P0H92GR110265,Ford,FusionSE,Fusion,22840
786,16449,2016,33545,Union City, TN,3FA6P0K92GR346939,Ford,FusionTitanium,Fusion,22840
787,14399,2014,49126,Fayetteville, NC,3FA6P0HD3ER372362,Ford,FusionSE,Fusion,22840
788,18999,2016,15021,Netcong, NJ,3FA6P0LUXGR368478,Ford,FusionHybrid,Fusion,22840
789,9388,2014,26025,Long Island City, NY,3FA6P0H79ER384879,Ford,FusionSE,Fusion,22840
790,12675,2013,79558,Corpus Christi, TX,3FA6P0HR4DR296564,Ford,FusionSE,Fusion,22840
791,13939,2014,75482,Snellville, GA,3FA6P0K99ER257513,Ford,FusionTitanium,Fusion,22840
792,15500,2016,11633,Richmond, VA,3FA6P0G74GR140948,Ford,FusionS,Fusion,22840
793,13693,2014,25240,Tracy, CA,3FA6P0H70ER337546,Ford,FusionSE,Fusion,22840
794,22000,2015,37981,Carrollton, TX,3FA6P0SU8FR292467,Ford,Fusion,Fusion,22840
795,17032,2017,24705,Little Rock, AR,3FA6P0H72HR112727,Ford,FusionSE,Fusion,22840
796,19500,2017,31275,Bristol, TN,3FA6P0K96HR116239,Ford,FusionTitanium,Fusion,22840
797,18077,2017,15758,Fairfield, CA,3FA6P0LU4HR237886,Ford,FusionHybrid,Fusion,22840
798,11810,2014,99851,Belleville, IL,3FA6P0H91ER323303,Ford,FusionSE,Fusion,22840
799,14988,2016,41853,Stafford, TX,3FA6P0H72GR319472,Ford,FusionSE,Fusion,22840
800,18499,2014,17786,Machesney Park, IL,1ZVBP8EM2E5297116,Ford,MustangConvertible,Mustang,26395
801,17573,2011,86910,Newport, NC,1ZVBP8CF8B5106881,Ford,Mustang2dr,Mustang,26395
802,28595,2015,42077,Kinston, NC,1FA6P8CF2F5365933,Ford,MustangFastback,Mustang,26395
803,22930,2017,18011,Buford, GA,1FA6P8TH4H5273338,Ford,MustangEcoBoost,Mustang,26395
804,27500,2015,26598,Durham, NC,1FA6P8CF2F5406707,Ford,MustangFastback,Mustang,26395
805,8999,2001,128585,Tempe, AZ,1FAFP47V51F210399,Ford,Mustang2dr,Mustang,26395
806,11195,1998,98500,Pensacola, FL,1FAFP46VXWF135255,Ford,Mustang2dr,Mustang,26395
807,13994,2013,56124,South Portland, ME,1ZVBP8EM2D5211219,Ford,MustangConvertible,Mustang,26395
808,11995,2008,69217,Paramus, NJ,1ZVHT82H085151315,Ford,Mustang2dr,Mustang,26395
809,29999,2016,12489,Cary, NC,1FA6P8CF9G5311708,Ford,MustangFastback,Mustang,26395
810,20990,2015,9924,Waycross, GA,1FATP8EM3F5336049,Ford,MustangConvertible,Mustang,26395
811,26072,2016,28397,Savannah, GA,1FA6P8CFXG5210130,Ford,MustangFastback,Mustang,26395
812,27800,2016,18753,Lexington, KY,1FA6P8CF0G5250992,Ford,MustangFastback,Mustang,26395
813,22748,2016,11811,Waveland, MS,1FA6P8TH4G5224137,Ford,MustangFastback,Mustang,26395
814,22951,2011,26229,Sumter, SC,1ZVBP8FF3B5127259,Ford,Mustang2dr,Mustang,26395
815,24999,2014,24995,Phoenix, AZ,1ZVBP8CF8E5251942,Ford,MustangCoupe,Mustang,26395
816,31803,2017,34592,Tulsa, OK,1FATP8FF1H5205687,Ford,MustangGT,Mustang,26395
817,19995,2014,11085,Great Neck, NY,1ZVBP8EM0E5209065,Ford,MustangConvertible,Mustang,26395
818,31205,2017,18202,Miami, FL,1FA6P8CF7H5227498,Ford,MustangGT,Mustang,26395
819,22985,2017,10716,Fayetteville, NC,1FA6P8TH7H5228135,Ford,MustangEcoBoost,Mustang,26395
820,7995,2008,110057,Lynnwood, WA,1FAHP28W48G139723,Ford,Taurus4dr,Taurus,27800
821,9900,2011,116774,Carrollton, GA,1FAHP2FW7BG122232,Ford,Taurus4dr,Taurus,27800
822,9988,2012,115683,Chicago, IL,1FAHP2EW6CG135105,Ford,Taurus4dr,Taurus,27800
823,12999,2012,117975,Parker, CO,1FAHP2FWXCG110836,Ford,Taurus4dr,Taurus,27800
824,12544,2013,91128,Weatherford, TX,1FAHP2E80DG190796,Ford,TaurusSEL,Taurus,27800
825,15195,2013,81902,Phoenix, AZ,1FAHP2H89DG222866,Ford,TaurusSEL,Taurus,27800
826,27500,2015,22196,Saline, MI,1FAHP2KT3FG174829,Ford,TaurusSHO,Taurus,27800
827,1900,2003,140535,Orland Park, IL,1FAFP52U83A133287,Ford,Taurus4dr,Taurus,27800
828,9086,2010,96154,Tucson, AZ,1FAHP2HW6AG112917,Ford,Taurus4dr,Taurus,27800
829,19491,2016,39042,Dallas, TX,1FAHP2F83GG105792,Ford,TaurusLimited,Taurus,27800
830,19790,2014,11523,Orland Park, IL,1FAHP2E81EG152365,Ford,TaurusSEL,Taurus,27800
831,14238,2013,67726,Danvers, MA,1FAHP2F89DG235166,Ford,TaurusLimited,Taurus,27800
832,11999,2013,35321,Woods Cross, UT,1FAHP2F86DG226084,Ford,TaurusLimited,Taurus,27800
833,15395,2014,88969,Eastpointe, MI,1FAHP2H8XEG148195,Ford,TaurusSEL,Taurus,27800
834,20900,2016,33903,Canby, OR,1FAHP2F86GG120111,Ford,TaurusLimited,Taurus,27800
835,21797,2016,21945,Cincinnati, OH,1FAHP2F81GG114362,Ford,TaurusLimited,Taurus,27800
836,11750,2011,91078,Merriam, KS,1FAHP2FW4BG133978,Ford,Taurus4dr,Taurus,27800
837,18500,2016,24591,City of Industry, CA,1FAHP2F89GG101732,Ford,TaurusLimited,Taurus,27800
838,19500,2015,15905,Lake Havasu, AZ,1FAHP2E84FG167654,Ford,TaurusSEL,Taurus,27800
839,9997,2012,108219,Statesville, NC,1FAHP2EW1CG139613,Ford,Taurus4dr,Taurus,27800
840,42994,2017,3730,Spokane, WA,KMHGN4JE3HU177904,Genesis,G803.8L,G80,42050
841,36987,2017,963,Las Vegas, NV,KMHGN4JE3HU167048,Genesis,G803.8L,G80,42050
842,38888,2017,6263,NEWPORT BEACH, CA,KMHGN4JE2HU200721,Genesis,G803.8L,G80,42050
843,46995,2017,960,Poway, CA,KMHGN4JF9HU173218,Genesis,G805.0L,G80,42050
844,36998,2017,6208,Mobile, AL,KMHGN4JEXHU188253,Genesis,G803.8L,G80,42050
845,37866,2017,1538,Hillsboro, OR,KMHGN4JEXHU192979,Genesis,G803.8L,G80,42050
846,38600,2017,6955,Hickory, NC,KMHGN4JE1HU183832,Genesis,G803.8L,G80,42050
847,41995,2017,5741,Metairie, LA,KMHGN4JE0HU167833,Genesis,G803.8L,G80,42050
848,39594,2017,13851,Harrisburg, PA,KMHGN4JE8HU168471,Genesis,G803.8L,G80,42050
849,42881,2017,350,San Jose, CA,KMHGN4JE6HU201600,Genesis,G803.8L,G80,42050
850,38692,2017,14945,Phoenix, AZ,KMHGN4JE9HU169094,Genesis,G803.8L,G80,42050
851,44988,2017,849,Henderson, NV,KMHGN4JF2HU181273,Genesis,G805.0L,G80,42050
852,39000,2017,6033,Greeley, CO,KMHGN4JE0HU179254,Genesis,G803.8L,G80,42050
853,42488,2017,26,North Charleston, SC,KMHGN4JF5HU178593,Genesis,G805.0L,G80,42050
854,39997,2017,5117,Carson, CA,KMHGN4JE9HU210100,Genesis,G803.8L,G80,42050
855,32980,2017,35,Golden, CO,KMHGN4JE2HU171804,Genesis,G803.8L,G80,42050
856,41975,2017,3737,Rocky Mount, NC,KMHGN4JF5HU210278,Genesis,G805.0L,G80,42050
857,42000,2017,1018,San Jose, CA,KMHGN4JE8HU176795,Genesis,G803.8L,G80,42050
858,42954,2017,14306,Delray Beach, FL,KMHGN4JF5HU173295,Genesis,G805.0L,G80,42050
859,46900,2017,6562,Fort Mill, SC,KMHGN4JF5HU181073,Genesis,G805.0L,G80,42050
860,63499,2017,1137,Saint Louis Park, MN,KMHG34JA4HU027433,Genesis,G903.3T,G90,69350
861,55864,2017,662,Saint Augustine, FL,KMHG34JA5HU026694,Genesis,G903.3T,G90,69350
862,58522,2017,5682,Danbury, CT,KMHG34JA0HU025419,Genesis,G903.3T,G90,69350
863,58995,2017,3239,Winter Park, FL,KMHG54JH8HU024171,Genesis,G905.0L,G90,69350
864,60992,2017,521,Shreveport, LA,KMHG34JA1HU025140,Genesis,G903.3T,G90,69350
